Restaurant Name,Common Name,Inspection Date,Score,Address,Facility City,Zip Code,Facility ID,Process Description,
Odom Elementary,,9/10/2018,99,"1010 TURTLE CREEK BLVD
AUSTIN, TX 78745
(30.205592128103014, -97.78949295982306)",AUSTIN,78745,2800438,Routine Inspection,
New Fortune Chinese Seafood Restaurant,,1/31/2017,70,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378304722819507, -97.68773863068942)",AUSTIN,78753,11223735,Routine Inspection,
Doyle Cafe @ St. Edward's University,,10/7/2016,100,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.23209969395865, -97.7571341432853)",AUSTIN,78704,10487905,Routine Inspection,
McDonald's  #11983,McDonald's,1/3/2017,96,"6503 S IH
AUSTIN, TX 78744
(30.191216414443677, -97.76873379680161)",AUSTIN,78744,2801778,Routine Inspection,
Stepping Stone School,,1/28/2019,100,"2001 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.433868493623745, -97.68238067640019)",AUSTIN,78728,2800933,Routine Inspection,
Corner Store #1308,,8/15/2017,99,"8656 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.43346010652364, -97.77100161628823)",AUSTIN,78759,2803587,Routine Inspection,
Chucho's Mexican Restaurant,,5/21/2018,95,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455699423207136, -97.65911517624855)",AUSTIN,78660,10013559,Routine Inspection,
LW - Verona Ristaurante Italiano,,2/15/2018,95,"900 S FM 620 RD
LAKEWAY, TX 78734
(30.355524417348484, -97.96155591215022)",AUSTIN,78734,11488154,Routine Inspection,
Austin Catering,,10/5/2017,94,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.35906503944212, -97.73460518665037)",AUSTIN,78757,2802325,Routine Inspection,
Sprouts Farmers Market,,6/28/2018,94,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.237935826078562, -97.79317616354408)",AUSTIN,78704,10638628,Routine Inspection,
LW - Dominos Pizza,,2/27/2019,88,"900 S FM 620 RD
LAKEWAY, TX 78734
(30.355524417348484, -97.96155591215022)",AUSTIN,78734,11486839,Routine Inspection,
Austex Food Store,,3/28/2017,83,"6649 MANOR RD
AUSTIN, TX 78723
(30.309667726238583, -97.66732721925233)",AUSTIN,78723,2800976,Routine Inspection,
Austin Transitional Center,,9/7/2017,92,"3154 E SH
AUSTIN, TX 78617
(30.202286306696294, -97.6425477403498)",AUSTIN,78617,10402997,Routine Inspection,
"KIPP Austin Public Schools, Inc",,5/11/2017,99,"8004 CAMERON RD
AUSTIN, TX 78754
(30.335791610845696, -97.68607479379827)",AUSTIN,78754,11532027,Routine Inspection,
Papa John's Pizza #935,,9/18/2017,93,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.28129908681268, -97.74215853819453)",AUSTIN,78701,2800859,Routine Inspection,
Pizza Hut,,7/7/2017,100,"8400 BRODIE LN
AUSTIN, TX 78745
(30.20043625218446, -97.83947649892326)",AUSTIN,78745,11035522,Routine Inspection,
Choice Food Mart,,2/20/2019,84,"14326 HUNTERS BEND RD
AUSTIN, TX 78725
(30.244814128955433, -97.58297330787074)",AUSTIN,78725,11432746,Routine Inspection,
Dairy Queen,,6/6/2017,92,"8728 N LAMAR BLVD
AUSTIN, TX 78753
(30.356352450631835, -97.7021955370736)",AUSTIN,78753,2800159,Routine Inspection,
Juice Society,,6/13/2018,92,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255718158898166, -97.76254372338593)",AUSTIN,78704,11512469,Routine Inspection,
Mango King,,2/8/2019,86,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374553308815525, -97.68996549595258)",AUSTIN,78753,11787350,Routine Inspection,
Domino's Pizza Store #6609,,3/25/2019,93,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251777134379914, -97.76409999423129)",AUSTIN,78704,10996570,Routine Inspection,
Soup Peddler Mary,,11/14/2016,76,"501 W MARY ST
AUSTIN, TX 78704
(30.24621893174125, -97.7559777228707)",AUSTIN,78704,2802109,Routine Inspection,
Applebee's,,2/12/2018,91,"5010 W US 290 HWY
AUSTIN, TX 78735
(30.235097777331227, -97.82133233984635)",AUSTIN,78735,10870106,Routine Inspection,
Home of Southern Hospitality LLC,,11/7/2016,98,"5000 SHOALWOOD AVE
AUSTIN, TX 78756
(30.322947816776196, -97.74291885358996)",AUSTIN,78756,11080498,Routine Inspection,
Delco Primary,,9/7/2017,94,"12900 DESSAU RD
AUSTIN, TX 78754
(30.399185274781928, -97.64410737642244)",AUSTIN,78754,2801854,Routine Inspection,
First Chinese BBQ,,3/22/2018,91,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378304722819507, -97.68773863068942)",AUSTIN,78753,10002411,Routine Inspection,
SV - Texadelphia,,9/17/2018,77,"5400 BRODIE LN
SUNSET VALLEY, TX 78745
(30.230711996016176, -97.82042978166447)",AUSTIN,78745,10849197,Routine Inspection,
Rodeway Inn,,9/6/2016,97,"2711 S IH
AUSTIN, TX 78741
(30.22871499563351, -97.74303354292007)",AUSTIN,78741,10652033,Routine Inspection,
Majik Mart,,10/11/2016,85,"11815 N FM 620 RD
AUSTIN, TX 78750
(30.458077920298088, -97.82254144905289)",AUSTIN,78750,2803423,Routine Inspection,
BC - Faraday's Kitchen Store,,2/13/2018,93,"12918 SHOPS PKWY
BEE CAVE, TX 78738
(30.307157265616592, -97.94473322412246)",AUSTIN,78738,10925976,Routine Inspection,
Cenote,,5/21/2018,86,"1010 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.260470386422593, -97.7337017703444)",AUSTIN,78702,10651726,Routine Inspection,
Marisco Grill,,10/20/2016,76,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364433974008488, -97.69460873518548)",AUSTIN,78753,11249732,Routine Inspection,
Patton Elementary School,,9/9/2016,98,"6001 WESTCREEK DR
AUSTIN, TX 78749
(30.231992829020466, -97.84552862595702)",AUSTIN,78749,2800332,Routine Inspection,
State Theatre,,6/29/2018,95,"719 CONGRESS AVE
AUSTIN, TX 78701
(30.269569051735264, -97.74182894036315)",AUSTIN,78701,2801218,Routine Inspection,
McDonald's,McDonald's,12/13/2018,71,"10525 W PARMER LN
AUSTIN, TX 78717
(30.49697903127522, -97.77574822970023)",AUSTIN,78717,11824383,Routine Inspection,
JD's Market,,3/8/2017,94,"14300 DESSAU RD
AUSTIN, TX 78660
(30.414980939367876, -97.63335167154457)",AUSTIN,78660,10435389,Routine Inspection,
CiCi's Pizza #71,,12/22/2016,88,"5365 N IH
AUSTIN, TX 78723
(30.313483021497856, -97.70780510716983)",AUSTIN,78723,10786483,Routine Inspection,
El Michoacano Mexican Rest.,,7/30/2018,88,"2701 E SH
AUSTIN, TX 78617
(30.21151282453771, -97.65497683845274)",AUSTIN,78617,2800796,Routine Inspection,
Jacoby's Restaurant & Mercantile,,7/11/2017,81,"3235 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25150746362008, -97.70738255797268)",AUSTIN,78702,11188560,Routine Inspection,
Circle K Store #2704684,,10/12/2018,81,"6412 W US 290 HWY
AUSTIN, TX 78735
(30.23523479134777, -97.86261644748477)",AUSTIN,78735,10759314,Routine Inspection,
Habitat Hotel,,10/15/2018,90,"500 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.329004718882114, -97.70940689514624)",AUSTIN,78752,2800174,Routine Inspection,
Taco Cabana #140,,9/25/2017,93,"6430 S IH
AUSTIN, TX 78745
(30.191344262604996, -97.77101764033064)",AUSTIN,78745,2800939,Routine Inspection,
Westwood Country Club,,12/13/2016,91,"3808 W 35TH ST
AUSTIN, TX 78703
(30.313427792451506, -97.77435380634947)",AUSTIN,78703,2800194,Routine Inspection,
Denny's # 8535,,5/25/2017,91,"7619 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217090356683144, -97.69177678130032)",AUSTIN,78744,10367570,Routine Inspection,
Thundercloud Subs,,9/15/2017,94,"2500 W PARMER LN
AUSTIN, TX 78727
(30.42197371026738, -97.70213918530126)",AUSTIN,78727,2800765,Routine Inspection,
Inst.of Hosp.&Culinary Arts,,10/25/2018,99,"1211 E OLTORF ST
AUSTIN, TX 78704
(30.234246117242012, -97.74378467351788)",AUSTIN,78704,2801646,Routine Inspection,
7-Eleven Convenience Store #36618A,,7/27/2018,90,"7114 N IH
AUSTIN, TX 78752
(30.332786244856077, -97.70500601330983)",AUSTIN,78752,11087892,Routine Inspection,
Meadows Coffee House,,10/10/2017,96,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.23209969395865, -97.7571341432853)",AUSTIN,78704,10480663,Routine Inspection,
Super Mart,,4/30/2018,87,"15501 E US 290 HWY
MANOR, TX 78621
(30.350951722621016, -97.47492005211642)",AUSTIN,78621,10527267,Routine Inspection,
Rodeo,,1/24/2017,89,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364433974008488, -97.69460873518548)",AUSTIN,78753,2801310,Routine Inspection,
KIPP Austin Brave,,11/14/2016,100,"8509 FM 969 RD
AUSTIN, TX 78725
(30.275539435768202, -97.63834668374452)",AUSTIN,78725,10184824,Routine Inspection,
Spinners,,8/8/2018,93,"14106 N IH
AUSTIN, TX 78728
(30.431060090520294, -97.67135534962439)",AUSTIN,78728,10976401,Routine Inspection,
The 04 Lounge,,4/30/2018,85,"3808 S CONGRESS AVE
AUSTIN, TX 78704
(30.225652635822883, -97.76273679481022)",AUSTIN,78704,10179284,Routine Inspection,
Dunkin' Donuts/Baskin Robbins,,9/6/2018,93,"1610 E PARMER LN
AUSTIN, TX 78753
(30.387791423241815, -97.64880997022023)",AUSTIN,78753,11794634,Routine Inspection,
Freebirds World Burrito,,2/17/2017,87,"4032 S LAMAR BLVD
AUSTIN, TX 78704
(30.236889260758897, -97.7939994227007)",AUSTIN,78704,10197096,Routine Inspection,
Lammes Candies,,12/2/2016,99,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892799713936, -97.80700989442836)",AUSTIN,78746,2802304,Routine Inspection,
Seton Shoal Creek,,10/18/2018,96,"3501 MILLS AVE
AUSTIN, TX 78731
(30.306061766698438, -97.7486042443898)",AUSTIN,78731,2801106,Routine Inspection,
Hilton Austin -Banquet & Cafeteria,,2/21/2019,92,"500 E 4TH ST
AUSTIN, TX 78701
(30.26507014309623, -97.73863081125087)",AUSTIN,78701,2801946,Routine Inspection,
Moonshine Patio Bar & Grill,,12/28/2017,91,"600 E 3RD ST
AUSTIN, TX 78701
(30.263931195082066, -97.73790572359549)",AUSTIN,78701,2802664,Routine Inspection,
Fairfield Inn and Suites Austin NW/Research,,3/1/2018,97,"13087 N US 183 HWY
AUSTIN, TX 78729
(30.440645834070047, -97.7794749238658)",AUSTIN,78729,11642557,Routine Inspection,
Riverside Grocery,,8/9/2018,91,"30 N IH
AUSTIN, TX 78701
(30.25440338866474, -97.73712326583419)",AUSTIN,78701,2803648,Routine Inspection,
"Local Post, The",,10/19/2018,89,"7113 BURNET RD
AUSTIN, TX 78757
(30.34746475806043, -97.73545600647125)",AUSTIN,78757,11643975,Routine Inspection,
Gracy Woods Nursing Home,,11/10/2016,91,"12021 METRIC BLVD
AUSTIN, TX 78758
(30.40225915558942, -97.70072451947908)",AUSTIN,78758,2800253,Routine Inspection,
Whole Foods - Meat Market,,1/14/2019,95,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.270574958619346, -97.7540612909684)",AUSTIN,78703,2803047,Routine Inspection,
Park Bend SN Health Center,,11/3/2017,99,"2122 PARK BEND DR
AUSTIN, TX 78758
(30.40859487841784, -97.70287270278799)",AUSTIN,78758,10372907,Routine Inspection,
Escuelita del Alma,,2/2/2018,100,"3109 N IH
AUSTIN, TX 78722
(30.28925029453971, -97.72257510925769)",AUSTIN,78722,10215627,Routine Inspection,
Walgreens,,2/12/2019,99,"6721 S CONGRESS AVE
AUSTIN, TX 78745
(30.192564249289997, -97.7785957925908)",AUSTIN,78745,2803709,Routine Inspection,
Tokyo Gardens Catering,,2/22/2019,86,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441459016888032, -97.74254102057596)",AUSTIN,78727,10743681,Routine Inspection,
Gracy Woods Nursing Home,,1/29/2019,83,"12021 METRIC BLVD
AUSTIN, TX 78758
(30.40225915558942, -97.70072451947908)",AUSTIN,78758,2800253,Routine Inspection,
WL - P. Terry's Burger Stand,,2/3/2017,96,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,10771894,Routine Inspection,
Subway Sandwiches & Salads,SUBWAY,11/17/2016,92,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272211583889028, -97.6980653555653)",AUSTIN,78702,2801542,Routine Inspection,
"Phoenicia Bakery & Deli, Inc.",,3/9/2018,73,"2912 S LAMAR BLVD
AUSTIN, TX 78704
(30.243478728433445, -97.78318666184323)",AUSTIN,78704,2800125,Routine Inspection,
ATX Food Mart,,11/23/2016,94,"3002 S CONGRESS AVE
AUSTIN, TX 78704
(30.232485404411243, -97.75898100145577)",AUSTIN,78704,10422397,Routine Inspection,
Wal-Mart Supercenter/Bakery&Deli #1185,,7/11/2017,90,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33915864070419, -97.69116919261224)",AUSTIN,78753,2803918,Routine Inspection,
Caffe Mac,,10/31/2017,99,"320 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.30184976316561, -97.82936093102268)",AUSTIN,78746,11582821,Routine Inspection,
Tempura Grill,,3/9/2018,73,"9310 N LAMAR BLVD
AUSTIN, TX 78753
(30.36267411533865, -97.69810527784881)",AUSTIN,78753,11376225,Routine Inspection,
SAO Coffee Shop,,3/8/2017,97,"1345 PHILOMENA ST
AUSTIN, TX 78723
(30.302132927291602, -97.70822746205589)",AUSTIN,78723,11271838,Routine Inspection,
Summer Moon Coffee Bar,,3/26/2019,95,"11005 BURNET RD
AUSTIN, TX 78758
(30.39438655579558, -97.72018349564816)",AUSTIN,78758,11454744,Routine Inspection,
N2 Cream Company,,7/26/2017,92,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47056474769621, -97.8065482860921)",AUSTIN,78613,11546389,Routine Inspection,
Walnut Market #2,,4/6/2017,81,"5517 CAMERON RD
AUSTIN, TX 78723
(30.31290793400725, -97.70434609604482)",AUSTIN,78723,10031959,Routine Inspection,
Sip Saam Thai,,2/20/2019,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44532019183188, -97.74371447414919)",AUSTIN,78729,11597842,Routine Inspection,
Hornsby Dunlap Elementary,,2/1/2018,96,"13901 FM 969 RD
AUSTIN, TX 78725
(30.248492510742068, -97.5876731753742)",AUSTIN,78725,2800684,Routine Inspection,
Craigo's Pizza & Pastaria,,8/17/2017,79,"11215 S IH
AUSTIN, TX 78747
(30.137769613340634, -97.79590052375228)",AUSTIN,78747,10014353,Routine Inspection,
Thundercloud Subs,,9/21/2017,89,"2801 S LAMAR BLVD
AUSTIN, TX 78704
(30.243593995893338, -97.7818073965135)",AUSTIN,78704,2800841,Routine Inspection,
Residence Inn,,6/1/2017,76,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.394683929135187, -97.84755452467694)",AUSTIN,78730,11605927,Routine Inspection,
Wally's Burger Express,,12/1/2016,99,"8107 MESA DR
AUSTIN, TX 78759
(30.37211517945382, -97.75644683959823)",AUSTIN,78759,2800603,Routine Inspection,
Barrington Elementary,,4/20/2017,100,"400 COOPER DR
AUSTIN, TX 78753
(30.36059899876741, -97.6958866977568)",AUSTIN,78753,2800127,Routine Inspection,
Mandala Kitchen & Bar,,1/7/2019,86,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255718158898166, -97.76254372338593)",AUSTIN,78704,11868251,Routine Inspection,
Gammad Oriental Store,,1/30/2017,92,"2309 W PARMER LN
AUSTIN, TX 78727
(30.417732615749227, -97.70071447333565)",AUSTIN,78727,11104406,Routine Inspection,
Dunkin Donuts,,2/9/2018,97,"12200 RESEARCH BLVD
AUSTIN, TX 78759
(30.425678116159897, -97.75365488124403)",AUSTIN,78759,10861871,Routine Inspection,
Quick Stop,,7/3/2018,91,"1700 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25791897295701, -97.72644344235549)",AUSTIN,78702,2803795,Routine Inspection,
Sunrise Mini Mart #9,,6/13/2017,88,"8925 ANDERSON MILL RD
AUSTIN, TX 78729
(30.45272147370625, -97.77651693558866)",AUSTIN,78729,10553299,Routine Inspection,
Snack Max,,6/28/2018,88,"5630 N LAMAR BLVD
AUSTIN, TX 78751
(30.32581256532939, -97.72685107738972)",AUSTIN,78751,10088343,Routine Inspection,
"YETI Coolers, LLC",,5/11/2018,100,"220 S CONGRESS AVE
AUSTIN, TX 78704
(30.259519383104102, -97.74626418886515)",AUSTIN,78704,11653275,Routine Inspection,
Tino's Greek Cafe,,8/4/2017,97,"9901 BRODIE LN
AUSTIN, TX 78748
(30.185207098614907, -97.84768743098844)",AUSTIN,78748,10001509,Routine Inspection,
Evangeline Cafe,,1/26/2017,94,"8106 BRODIE LN
AUSTIN, TX 78745
(30.202146321592522, -97.83871550755548)",AUSTIN,78745,2802083,Routine Inspection,
Lost Creek Ctry Club Halfwy Hs,,7/26/2017,98,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.273665711906443, -97.85036841569045)",AUSTIN,78746,2800702,Routine Inspection,
Whole Foods Market - Produce,,12/8/2017,100,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.406062041137517, -97.72107889152394)",AUSTIN,78758,11055559,Routine Inspection,
Starbucks Coffee #8632,STARBUCKS,12/22/2016,95,"2300 S IH
AUSTIN, TX 78704
(30.23356349528265, -97.7423302946479)",AUSTIN,78704,2802363,Routine Inspection,
IN-N-OUT BURGER,,6/22/2017,100,"3701 S LAMAR BLVD
AUSTIN, TX 78704
(30.238665414440614, -97.78856711954893)",AUSTIN,78704,11430869,Routine Inspection,
Texaco Braker Mart,,2/22/2019,89,"2601 W BRAKER LN
AUSTIN, TX 78758
(30.390268986388232, -97.71966016879142)",AUSTIN,78758,10001712,Routine Inspection,
Brooke Elementary,,4/24/2018,97,"3100 E 4TH ST
AUSTIN, TX 78702
(30.254623664444697, -97.70805578261634)",AUSTIN,78702,2800328,Routine Inspection,
Habitat Hotel,,1/31/2018,93,"500 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.329004718882114, -97.70940689514624)",AUSTIN,78752,2800174,Routine Inspection,
McDonald's #14607,McDonald's,6/19/2018,88,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33915864070419, -97.69116919261224)",AUSTIN,78753,2801550,Routine Inspection,
Sunrise Mini Mart,,3/8/2019,92,"1809 W ANDERSON LN
AUSTIN, TX 78757
(30.353210692711976, -97.72552412214559)",AUSTIN,78757,2803500,Routine Inspection,
Accent Food Services,,11/14/2017,99,"1301 S MOPAC EXPY
AUSTIN, TX 78746
(30.262274576734047, -97.78833635041245)",AUSTIN,78746,11566530,Routine Inspection,
SV - Stouthaus Coffee Pub,,7/21/2017,94,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.23262989550547, -97.81142127673165)",AUSTIN,78745,11199256,Routine Inspection,
Thundercloud Subs,,7/13/2017,93,"6920 N FM 620 RD
AUSTIN, TX 78732
(30.40312649727453, -97.85497031216906)",AUSTIN,78732,2800958,Routine Inspection,
La Michoacana Meat Market,,9/27/2018,99,"6908 CAMERON RD
AUSTIN, TX 78752
(30.32480203667064, -97.69359141628068)",AUSTIN,78752,2803774,Routine Inspection,
East Side King,,9/22/2017,84,"2310 S LAMAR BLVD
AUSTIN, TX 78704
(30.247528844323572, -97.77489966017633)",AUSTIN,78704,11049507,Routine Inspection,
"Anewentry, Inc",,1/11/2018,98,"1808 WEBBERVILLE RD
AUSTIN, TX 78721
(30.28248975372386, -97.67706291371407)",AUSTIN,78721,11084065,Routine Inspection,
Yummi Sushi/GB Division,,9/24/2018,91,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.307356157142287, -97.73990015141464)",AUSTIN,78756,11558514,Routine Inspection,
Starbucks Coffee,STARBUCKS,10/3/2017,96,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.260685959243904, -97.74683649674442)",AUSTIN,78704,11214020,Routine Inspection,
Barlata,,1/3/2018,86,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252563387087246, -97.76453311861792)",AUSTIN,78704,10935114,Routine Inspection,
Betos #2  Mexican Restaurant,,3/26/2018,77,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.27399743501593, -97.69708153831007)",AUSTIN,78721,11615391,Routine Inspection,
New Madina Market,,10/25/2016,81,"9200 N LAMAR BLVD
AUSTIN, TX 78753
(30.3614048553459, -97.69862898401628)",AUSTIN,78753,10414142,Routine Inspection,
Escuelita del Alma,,2/17/2017,100,"3109 N IH
AUSTIN, TX 78722
(30.28925029453971, -97.72257510925769)",AUSTIN,78722,10215627,Routine Inspection,
Kellie's Baking Co.,,7/17/2018,94,"5245 BURNET RD
AUSTIN, TX 78756
(30.32527688991375, -97.73935856904485)",AUSTIN,78756,11178828,Routine Inspection,
Tanney St. - Friend of a Friend Catering,,11/1/2018,93,"4602 TANNEY ST
AUSTIN, TX 78721
(30.27314831984073, -97.69017550310213)",AUSTIN,78721,10228355,Routine Inspection,
China Spice,,6/20/2017,77,"9710 N LAMAR BLVD
AUSTIN, TX 78753
(30.36722281168307, -97.69554185848222)",AUSTIN,78753,10618280,Routine Inspection,
Casey Elementary,,3/23/2017,100,"9400 TEXAS OAKS DR
AUSTIN, TX 78748
(30.174978929414774, -97.81454688072147)",AUSTIN,78748,2801070,Routine Inspection,
Chipotle Mexican Grill #262,,4/5/2018,92,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41283178063726, -97.68891786778937)",AUSTIN,78727,10179207,Routine Inspection,
Wyndham Garden Hotel Lounge/Cafe,,1/11/2017,84,"3401 S IH
AUSTIN, TX 78741
(30.223075606929072, -97.74582461940003)",AUSTIN,78741,2802633,Routine Inspection,
Via 313 Pizza,,10/12/2017,90,"6705 W US 290 HWY
AUSTIN, TX 78749
(30.233172450176816, -97.86562660567674)",AUSTIN,78749,11318005,Routine Inspection,
Walgreens,,8/10/2017,100,"6721 S CONGRESS AVE
AUSTIN, TX 78745
(30.192564249289997, -97.7785957925908)",AUSTIN,78745,2803709,Routine Inspection,
CoffeeShark,,7/20/2018,95,"7300 FM 2222 RD
AUSTIN, TX 78730
(30.371941692294975, -97.80266756771043)",AUSTIN,78730,11632299,Routine Inspection,
Ojeda Middle School Concession Stand,,2/12/2018,97,"4900 MC KINNEY FALLS PKWY
AUSTIN, TX 78744
(30.190500104899055, -97.71029571280954)",AUSTIN,78744,10333632,Routine Inspection,
Super Moreliana Grocery Store,,7/24/2017,96,"6112 S US 183 HWY
AUSTIN, TX 78744
(30.167763854031943, -97.69244294705634)",AUSTIN,78744,10726889,Routine Inspection,
Popeye's #306,,2/1/2019,94,"1613 E PARMER LN
AUSTIN, TX 78753
(30.387441026174756, -97.65036319712709)",AUSTIN,78753,11954531,Routine Inspection,
Torchy's Tacos,,6/8/2018,83,"4211 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.37078388619651, -97.75625799356104)",AUSTIN,78759,10382525,Routine Inspection,
TLC,,1/17/2019,96,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255718158898166, -97.76254372338593)",AUSTIN,78704,11821290,Routine Inspection,
Riverside Grocery,,1/11/2018,96,"30 N IH
AUSTIN, TX 78701
(30.25440338866474, -97.73712326583419)",AUSTIN,78701,2803648,Routine Inspection,
Child Inc. - Fountain Plaza,,1/17/2018,95,"825 E 53RD HALF ST
AUSTIN, TX 78751
(30.31442057511579, -97.71357715278508)",AUSTIN,78751,2800499,Routine Inspection,
34th Street Catering,,1/9/2019,89,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302825129632936, -97.74535454963181)",AUSTIN,78705,10006930,Routine Inspection,
Chipotle Mexican Grill #56,,8/30/2018,94,"4400 N LAMAR BLVD
AUSTIN, TX 78756
(30.312395185659074, -97.73886163070704)",AUSTIN,78756,10176813,Routine Inspection,
CVS Pharmacy #6822,,10/3/2016,98,"5256 BURNET RD
AUSTIN, TX 78756
(30.325474424268922, -97.7402861513719)",AUSTIN,78756,2804010,Routine Inspection,
Twin Lion Chinese Restaurant,,8/2/2017,92,"4815 W BRAKER LN
AUSTIN, TX 78759
(30.40031862676076, -97.74785522767883)",AUSTIN,78759,2800036,Routine Inspection,
Wal-Mart Supercenter #2133 -Bakery,,3/20/2019,100,"5017 W US 290 HWY
AUSTIN, TX 78749
(30.232291768179127, -97.8233530179642)",AUSTIN,78749,10193642,Routine Inspection,
Intel ANA Cafe,,5/8/2018,96,"1300 S MOPAC EXPY
AUSTIN, TX 78746
(30.26243279157887, -97.79404313637531)",AUSTIN,78746,11512196,Routine Inspection,
